,방송일시,hour,ampm,마더코드,상품코드,상품명,상품군,판매단가,노출시간,취급액,판매개수,date,month,rate,weekday,min_c,max_c,rain,snow,PM,state
149,2019-01-05,11,AM,100808,202377,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,59900,60.0,153801000.0,2568.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
153,2019-01-05,12,PM,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,60.0,155117000.0,1728.0,2019-01-05,1.0,0.006,토,-5.5,1.1,0.0,0.0,65.72,보통
122,2019-01-05,13,PM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,173551000.0,2850.0,2019-01-05,1.0,0.012,토,-5.5,1.1,0.0,0.0,65.72,보통
123,2019-01-05,14,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,76541000.0,157.0,2019-01-05,1.0,0.013000000000000001,토,-5.5,1.1,0.0,0.0,65.72,보통
124,2019-01-05,14,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,68255000.0,156.0,2019-01-05,1.0,0.013000000000000001,토,-5.5,1.1,0.0,0.0,65.72,보통
125,2019-01-05,15,PM,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,60.0,94162000.0,864.0,2019-01-05,1.0,0.040999999999999995,토,-5.5,1.1,0.0,0.0,65.72,보통
126,2019-01-05,16,PM,100849,202512,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,60.0,178901000.0,2933.0,2019-01-05,1.0,0.022000000000000002,토,-5.5,1.1,0.0,0.0,65.72,보통
127,2019-01-05,17,PM,100435,201350,우리바다 손질왕꼬막 24팩,농수축,39900,60.0,233851000.0,5861.0,2019-01-05,1.0,0.025,토,-5.5,1.1,0.0,0.0,65.72,보통
129,2019-01-05,18,PM,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,40.0,76992000.0,1286.0,2019-01-05,1.0,0.043,토,-5.5,1.1,0.0,0.0,65.72,보통
132,2019-01-05,19,PM,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,48644000.0,290.0,2019-01-05,1.0,0.026000000000000002,토,-5.5,1.1,0.0,0.0,65.72,보통
133,2019-01-05,19,PM,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,60.0,13426000.0,85.0,2019-01-05,1.0,0.026000000000000002,토,-5.5,1.1,0.0,0.0,65.72,보통
134,2019-01-05,19,PM,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,60.0,87694000.0,556.0,2019-01-05,1.0,0.026000000000000002,토,-5.5,1.1,0.0,0.0,65.72,보통
135,2019-01-05,19,PM,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,60.0,31393000.0,213.0,2019-01-05,1.0,0.026000000000000002,토,-5.5,1.1,0.0,0.0,65.72,보통
137,2019-01-05,20,PM,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000,60.0,70892000.0,797.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
138,2019-01-05,20,PM,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,60.0,11951000.0,135.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
139,2019-01-05,20,PM,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000,60.0,7168000.0,81.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
141,2019-01-05,21,PM,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,60.0,34888000.0,25.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
142,2019-01-05,21,PM,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,60.0,87642000.0,42.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
143,2019-01-05,21,PM,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,60.0,21822000.0,8.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
144,2019-01-05,21,PM,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,60.0,28295000.0,22.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
145,2019-01-05,21,PM,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,60.0,78042000.0,42.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
146,2019-01-05,21,PM,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000,60.0,19689000.0,8.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
148,2019-01-05,22,PM,100607,201892,푸마 에어핏 서포트 브라세트 15종+4종,속옷,119000,60.0,171008000.0,1438.0,2019-01-05,1.0,0.0,토,-5.5,1.1,0.0,0.0,65.72,보통
150,2019-01-05,23,PM,100251,200842,K-SWISS 남성기모티셔츠 5종,의류,69000,60.0,70159000.0,1017.0,2019-01-05,1.0,0.07,토,-5.5,1.1,0.0,0.0,65.72,보통
151,2019-01-05,23,PM,100251,200855,K-SWISS 여성기모티셔츠 5종,의류,69000,60.0,23214000.0,337.0,2019-01-05,1.0,0.07,토,-5.5,1.1,0.0,0.0,65.72,보통
178,2019-01-06,0,AM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,132733000.0,3335.0,2019-01-06,1.0,0.042,일,-6.3,2.7,0.0,0.0,51.08,보통
154,2019-01-06,1,AM,100430,201343,(a4)팽현숙의 순대 곱창 전골&볶음,농수축,43900,57.1,55476000.0,1264.0,2019-01-06,1.0,0.0,일,-6.3,2.7,0.0,0.0,51.08,보통
160,2019-01-06,6,AM,100655,201981,종근당건강 전립쎈 프라임,건강기능,89000,60.0,43768000.0,492.0,2019-01-06,1.0,0.005,일,-6.3,2.7,0.0,0.0,51.08,보통
164,2019-01-06,7,AM,100266,200881,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(리뉴얼),이미용,39900,60.0,69034000.0,1731.0,2019-01-06,1.0,0.025,일,-6.3,2.7,0.0,0.0,51.08,보통
166,2019-01-06,8,AM,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900,60.0,128563000.0,1431.0,2019-01-06,1.0,0.037000000000000005,일,-6.3,2.7,0.0,0.0,51.08,보통
171,2019-01-06,9,AM,100816,202404,보코 리버시블 무스탕,의류,79000,60.0,73127000.0,926.0,2019-01-06,1.0,0.028999999999999998,일,-6.3,2.7,0.0,0.0,51.08,보통
174,2019-01-06,10,AM,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000,60.0,107504000.0,1823.0,2019-01-06,1.0,0.023,일,-6.3,2.7,0.0,0.0,51.08,보통
176,2019-01-06,11,AM,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,60.0,112751000.0,378.0,2019-01-06,1.0,0.051,일,-6.3,2.7,0.0,0.0,51.08,보통
179,2019-01-06,12,PM,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,35515000.0,212.0,2019-01-06,1.0,0.051,일,-6.3,2.7,0.0,0.0,51.08,보통
180,2019-01-06,12,PM,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,60.0,14060000.0,89.0,2019-01-06,1.0,0.051,일,-6.3,2.7,0.0,0.0,51.08,보통
181,2019-01-06,12,PM,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,60.0,77749000.0,493.0,2019-01-06,1.0,0.051,일,-6.3,2.7,0.0,0.0,51.08,보통
182,2019-01-06,12,PM,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,60.0,29667000.0,201.0,2019-01-06,1.0,0.051,일,-6.3,2.7,0.0,0.0,51.08,보통
155,2019-01-06,13,PM,100342,201059,아리스토우 남성기모티셔츠5종,의류,39900,60.0,127460000.0,3195.0,2019-01-06,1.0,0.023,일,-6.3,2.7,0.0,0.0,51.08,보통
156,2019-01-06,14,PM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,164256000.0,4128.0,2019-01-06,1.0,0.037000000000000005,일,-6.3,2.7,0.0,0.0,51.08,보통
157,2019-01-06,15,PM,100305,200988,오모떼 프런트후크 데오브라 시즌2,속옷,59000,60.0,140001000.0,2373.0,2019-01-06,1.0,0.038,일,-6.3,2.7,0.0,0.0,51.08,보통
158,2019-01-06,16,PM,100199,200670,소들녘 소 갈비탕,농수축,50900,60.0,190234000.0,3738.0,2019-01-06,1.0,0.034,일,-6.3,2.7,0.0,0.0,51.08,보통
159,2019-01-06,17,PM,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,60.0,226973000.0,4549.0,2019-01-06,1.0,0.018000000000000002,일,-6.3,2.7,0.0,0.0,51.08,보통
161,2019-01-06,18,PM,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000,60.0,84623000.0,951.0,2019-01-06,1.0,0.011000000000000001,일,-6.3,2.7,0.0,0.0,51.08,보통
162,2019-01-06,18,PM,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,60.0,14507000.0,163.0,2019-01-06,1.0,0.011000000000000001,일,-6.3,2.7,0.0,0.0,51.08,보통
163,2019-01-06,18,PM,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000,60.0,10160000.0,115.0,2019-01-06,1.0,0.011000000000000001,일,-6.3,2.7,0.0,0.0,51.08,보통
165,2019-01-06,19,PM,100501,201514,노비타 스마트 비데,생활용품,189000,60.0,199477000.0,1056.0,2019-01-06,1.0,0.019,일,-6.3,2.7,0.0,0.0,51.08,보통
167,2019-01-06,20,PM,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,79173000.0,364.0,2019-01-06,1.0,0.052000000000000005,일,-6.3,2.7,0.0,0.0,51.08,보통
168,2019-01-06,20,PM,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,16410000.0,79.0,2019-01-06,1.0,0.052000000000000005,일,-6.3,2.7,0.0,0.0,51.08,보통
169,2019-01-06,20,PM,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,14227000.0,72.0,2019-01-06,1.0,0.052000000000000005,일,-6.3,2.7,0.0,0.0,51.08,보통
170,2019-01-06,20,PM,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,60014000.0,289.0,2019-01-06,1.0,0.052000000000000005,일,-6.3,2.7,0.0,0.0,51.08,보통
172,2019-01-06,21,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,66822000.0,137.0,2019-01-06,1.0,0.028999999999999998,일,-6.3,2.7,0.0,0.0,51.08,보통
173,2019-01-06,21,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,90913000.0,208.0,2019-01-06,1.0,0.028999999999999998,일,-6.3,2.7,0.0,0.0,51.08,보통
175,2019-01-06,22,PM,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,60.0,80990000.0,1014.0,2019-01-06,1.0,0.017,일,-6.3,2.7,0.0,0.0,51.08,보통
177,2019-01-06,23,PM,100049,202044,마리노블 밍크 롱코트,의류,499000,60.0,129417000.0,260.0,2019-01-06,1.0,0.081,일,-6.3,2.7,0.0,0.0,51.08,보통
208,2019-01-07,0,AM,100433,201346,스위스밀리터리 전동공구세트,생활용품,138000,60.0,83659000.0,607.0,2019-01-07,1.0,0.024,월,-6.2,3.1,0.0,0.0,54.88,보통
183,2019-01-07,1,AM,100221,200771,도네이 남성 터틀넥 스웨터 4종,의류,49000,57.1,13874000.0,284.0,2019-01-07,1.0,0.022000000000000002,월,-6.2,3.1,0.0,0.0,54.88,보통
184,2019-01-07,1,AM,100221,200772,도네이 여성 터틀넥 스웨터 4종,의류,49000,57.1,14515000.0,297.0,2019-01-07,1.0,0.022000000000000002,월,-6.2,3.1,0.0,0.0,54.88,보통
190,2019-01-07,6,AM,100194,200650,레이프릴 더블엑스 매직니퍼팬티(FW리뉴얼),속옷,39000,60.0,23043000.0,591.0,2019-01-07,1.0,0.0,월,-6.2,3.1,0.0,0.0,54.88,보통
192,2019-01-07,7,AM,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,60.0,55315000.0,701.0,2019-01-07,1.0,0.0,월,-6.2,3.1,0.0,0.0,54.88,보통
194,2019-01-07,8,AM,100816,202404,보코 리버시블 무스탕,의류,79000,60.0,39998000.0,507.0,2019-01-07,1.0,0.006,월,-6.2,3.1,0.0,0.0,54.88,보통
198,2019-01-07,9,AM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,85181000.0,2141.0,2019-01-07,1.0,0.0,월,-6.2,3.1,0.0,0.0,54.88,보통
201,2019-01-07,10,AM,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,60.0,55597000.0,511.0,2019-01-07,1.0,0.032,월,-6.2,3.1,0.0,0.0,54.88,보통
203,2019-01-07,11,AM,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000,60.0,17822000.0,82.0,2019-01-07,1.0,0.017,월,-6.2,3.1,0.0,0.0,54.88,보통
204,2019-01-07,11,AM,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000,60.0,40935000.0,172.0,2019-01-07,1.0,0.017,월,-6.2,3.1,0.0,0.0,54.88,보통
205,2019-01-07,11,AM,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000,60.0,16941000.0,82.0,2019-01-07,1.0,0.017,월,-6.2,3.1,0.0,0.0,54.88,보통
206,2019-01-07,11,AM,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000,60.0,28104000.0,124.0,2019-01-07,1.0,0.017,월,-6.2,3.1,0.0,0.0,54.88,보통
209,2019-01-07,12,PM,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,46647000.0,214.0,2019-01-07,1.0,0.013999999999999999,월,-6.2,3.1,0.0,0.0,54.88,보통
210,2019-01-07,12,PM,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,15686000.0,76.0,2019-01-07,1.0,0.013999999999999999,월,-6.2,3.1,0.0,0.0,54.88,보통
211,2019-01-07,12,PM,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,14923000.0,76.0,2019-01-07,1.0,0.013999999999999999,월,-6.2,3.1,0.0,0.0,54.88,보통
212,2019-01-07,12,PM,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,40810000.0,197.0,2019-01-07,1.0,0.013999999999999999,월,-6.2,3.1,0.0,0.0,54.88,보통
185,2019-01-07,13,PM,100199,200670,소들녘 소 갈비탕,농수축,50900,60.0,103179000.0,2028.0,2019-01-07,1.0,0.026000000000000002,월,-6.2,3.1,0.0,0.0,54.88,보통
186,2019-01-07,14,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,104065000.0,948.0,2019-01-07,1.0,0.039,월,-6.2,3.1,0.0,0.0,54.88,보통
187,2019-01-07,15,PM,100849,202512,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,60.0,134923000.0,2212.0,2019-01-07,1.0,0.038,월,-6.2,3.1,0.0,0.0,54.88,보통
188,2019-01-07,16,PM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,132025000.0,4273.0,2019-01-07,1.0,0.015,월,-6.2,3.1,0.0,0.0,54.88,보통
189,2019-01-07,17,PM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,126381000.0,2076.0,2019-01-07,1.0,0.027999999999999997,월,-6.2,3.1,0.0,0.0,54.88,보통
191,2019-01-07,18,PM,100435,201350,우리바다 손질왕꼬막 24팩,농수축,39900,60.0,202243000.0,5069.0,2019-01-07,1.0,0.022000000000000002,월,-6.2,3.1,0.0,0.0,54.88,보통
193,2019-01-07,19,PM,100501,201514,노비타 스마트 비데,생활용품,189000,60.0,158668000.0,840.0,2019-01-07,1.0,0.02,월,-6.2,3.1,0.0,0.0,54.88,보통
195,2019-01-07,20,PM,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,60.0,5720000.0,65.0,2019-01-07,1.0,0.013999999999999999,월,-6.2,3.1,0.0,0.0,54.88,보통
196,2019-01-07,20,PM,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,60.0,7251000.0,82.0,2019-01-07,1.0,0.013999999999999999,월,-6.2,3.1,0.0,0.0,54.88,보통
197,2019-01-07,20,PM,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000,60.0,94747000.0,1065.0,2019-01-07,1.0,0.013999999999999999,월,-6.2,3.1,0.0,0.0,54.88,보통
199,2019-01-07,21,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,90671000.0,186.0,2019-01-07,1.0,0.032,월,-6.2,3.1,0.0,0.0,54.88,보통
200,2019-01-07,21,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,96577000.0,220.0,2019-01-07,1.0,0.032,월,-6.2,3.1,0.0,0.0,54.88,보통
202,2019-01-07,22,PM,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900,60.0,100098000.0,1114.0,2019-01-07,1.0,0.013999999999999999,월,-6.2,3.1,0.0,0.0,54.88,보통
207,2019-01-07,23,PM,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,60.0,97413000.0,326.0,2019-01-07,1.0,0.021,월,-6.2,3.1,0.0,0.0,54.88,보통
244,2019-01-08,0,AM,100251,200842,K-SWISS 남성기모티셔츠 5종,의류,69000,60.0,51587000.0,748.0,2019-01-08,1.0,0.018000000000000002,화,-7.2,0.5,0.0,0.0,40.72,보통
245,2019-01-08,0,AM,100251,200855,K-SWISS 여성기모티셔츠 5종,의류,69000,60.0,22376000.0,325.0,2019-01-08,1.0,0.018000000000000002,화,-7.2,0.5,0.0,0.0,40.72,보통
213,2019-01-08,1,AM,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,57.1,47243000.0,801.0,2019-01-08,1.0,0.012,화,-7.2,0.5,0.0,0.0,40.72,보통
219,2019-01-08,6,AM,100267,200883,스칼프솔루션 트리트먼트 패키지,이미용,50900,60.0,30450000.0,599.0,2019-01-08,1.0,0.005,화,-7.2,0.5,0.0,0.0,40.72,보통
224,2019-01-08,7,AM,100761,202216,마담팰리스 웜기모 롱베스트 3종세트,의류,39900,60.0,45527000.0,1142.0,2019-01-08,1.0,0.047,화,-7.2,0.5,0.0,0.0,40.72,보통
228,2019-01-08,8,AM,100445,202281,쿠미투니카 하이서포트 심리스  란쥬&팬티,속옷,79900,60.0,63618000.0,797.0,2019-01-08,1.0,0.022000000000000002,화,-7.2,0.5,0.0,0.0,40.72,보통
230,2019-01-08,9,AM,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,60.0,77593000.0,983.0,2019-01-08,1.0,0.004,화,-7.2,0.5,0.0,0.0,40.72,보통
237,2019-01-08,10,AM,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,59804000.0,275.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
238,2019-01-08,10,AM,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,16410000.0,79.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
239,2019-01-08,10,AM,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,17041000.0,87.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
240,2019-01-08,10,AM,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,56313000.0,271.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
242,2019-01-08,11,AM,100305,200988,오모떼 프런트후크 데오브라 시즌2,속옷,59000,60.0,102850000.0,1744.0,2019-01-08,1.0,0.038,화,-7.2,0.5,0.0,0.0,40.72,보통
246,2019-01-08,12,PM,100844,202491,하늘내린 용대리황태10미,농수축,32900,60.0,108199000.0,3289.0,2019-01-08,1.0,0.038,화,-7.2,0.5,0.0,0.0,40.72,보통
214,2019-01-08,13,PM,100582,201788,천연담아 명품다시팩 100포,농수축,39900,60.0,108120000.0,2710.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
215,2019-01-08,14,PM,100849,202512,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,60.0,132913000.0,2179.0,2019-01-08,1.0,0.013999999999999999,화,-7.2,0.5,0.0,0.0,40.72,보통
216,2019-01-08,15,PM,100832,202444,청정수산 완도활전복 35미,농수축,59900,60.0,117340000.0,1959.0,2019-01-08,1.0,0.006999999999999999,화,-7.2,0.5,0.0,0.0,40.72,보통
217,2019-01-08,16,PM,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,60.0,134611000.0,1500.0,2019-01-08,1.0,0.027999999999999997,화,-7.2,0.5,0.0,0.0,40.72,보통
218,2019-01-08,17,PM,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,60.0,113015000.0,1887.0,2019-01-08,1.0,0.037000000000000005,화,-7.2,0.5,0.0,0.0,40.72,보통
220,2019-01-08,18,PM,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,28451000.0,170.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
221,2019-01-08,18,PM,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,60.0,8461000.0,54.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
222,2019-01-08,18,PM,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,60.0,68159000.0,432.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
223,2019-01-08,18,PM,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,60.0,21897000.0,148.0,2019-01-08,1.0,0.013000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
225,2019-01-08,19,PM,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000,60.0,74475000.0,837.0,2019-01-08,1.0,0.078,화,-7.2,0.5,0.0,0.0,40.72,보통
226,2019-01-08,19,PM,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,60.0,11546000.0,130.0,2019-01-08,1.0,0.078,화,-7.2,0.5,0.0,0.0,40.72,보통
227,2019-01-08,19,PM,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000,60.0,7917000.0,89.0,2019-01-08,1.0,0.078,화,-7.2,0.5,0.0,0.0,40.72,보통
229,2019-01-08,20,PM,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,60.0,215465000.0,4318.0,2019-01-08,1.0,0.037000000000000005,화,-7.2,0.5,0.0,0.0,40.72,보통
231,2019-01-08,21,PM,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,60.0,27957000.0,20.0,2019-01-08,1.0,0.032,화,-7.2,0.5,0.0,0.0,40.72,보통
232,2019-01-08,21,PM,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,60.0,67035000.0,32.0,2019-01-08,1.0,0.032,화,-7.2,0.5,0.0,0.0,40.72,보통
233,2019-01-08,21,PM,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,60.0,14548000.0,5.0,2019-01-08,1.0,0.032,화,-7.2,0.5,0.0,0.0,40.72,보통
234,2019-01-08,21,PM,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,60.0,6354000.0,5.0,2019-01-08,1.0,0.032,화,-7.2,0.5,0.0,0.0,40.72,보통
235,2019-01-08,21,PM,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,60.0,78067000.0,42.0,2019-01-08,1.0,0.032,화,-7.2,0.5,0.0,0.0,40.72,보통
236,2019-01-08,21,PM,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000,60.0,13093000.0,5.0,2019-01-08,1.0,0.032,화,-7.2,0.5,0.0,0.0,40.72,보통
241,2019-01-08,22,PM,100049,202044,마리노블 밍크 롱코트,의류,499000,60.0,87668000.0,176.0,2019-01-08,1.0,0.009000000000000001,화,-7.2,0.5,0.0,0.0,40.72,보통
243,2019-01-08,23,PM,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,60.0,94711000.0,1186.0,2019-01-08,1.0,0.02,화,-7.2,0.5,0.0,0.0,40.72,보통
273,2019-01-09,0,AM,100342,201059,아리스토우 남성기모티셔츠5종,의류,39900,60.0,78037000.0,1956.0,2019-01-09,1.0,0.0,수,-9.4,1.3,0.0,0.0,50.2,보통
247,2019-01-09,1,AM,100293,200949,무이자[가이거] 제니스시계 주얼리세트,잡화,139000,57.1,19855000.0,143.0,2019-01-09,1.0,0.004,수,-9.4,1.3,0.0,0.0,50.2,보통
248,2019-01-09,1,AM,100293,200952,일시불[가이거] 제니스시계 주얼리세트,잡화,129000,57.1,30011000.0,233.0,2019-01-09,1.0,0.004,수,-9.4,1.3,0.0,0.0,50.2,보통
254,2019-01-09,6,AM,100816,202404,보코 리버시블 무스탕,의류,79000,60.0,29368000.0,372.0,2019-01-09,1.0,0.009000000000000001,수,-9.4,1.3,0.0,0.0,50.2,보통
256,2019-01-09,7,AM,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,60.0,61274000.0,889.0,2019-01-09,1.0,0.0,수,-9.4,1.3,0.0,0.0,50.2,보통
259,2019-01-09,8,AM,100194,200650,레이프릴 더블엑스 매직니퍼팬티(FW리뉴얼),속옷,39000,60.0,57947000.0,1486.0,2019-01-09,1.0,0.015,수,-9.4,1.3,0.0,0.0,50.2,보통
261,2019-01-09,9,AM,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000,60.0,9308000.0,43.0,2019-01-09,1.0,0.023,수,-9.4,1.3,0.0,0.0,50.2,보통
